,index,action,adventure,animation,children,comedy,crime,date,documentary,drama,fantasy,horror,id,musical,mystery,noir,romance,scifi,thriller,title,war,western,Unnamed: 0,dates,domestic gross,production budget,title,worldwide gross
422,Dolores Claiborne (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,44,0,0,0,0,0,1,Dolores Claiborne,,,422,12/8/06,"$63,280,000","$85,000,000", The Holiday,"$205,190,324"
423,Don Juan DeMarco (1995),0,0,0,0,1,0,1-Jan-95,0,1,0,0,778,0,0,0,1,0,0,Don Juan DeMarco,,,423,6/16/06,"$62,615,510","$85,000,000", The Fast and the Furious: Tokyo Drift,"$157,794,205"
424,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,1,0,1-Jan-96,0,0,0,0,1059,0,0,0,0,0,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,,424,12/9/05,"$57,010,853","$85,000,000", Memoirs of a Geisha,"$161,510,853"
425,Donnie Brasco (1997),0,0,0,0,0,1,28-Feb-97,0,1,0,0,293,0,0,0,0,0,0,Donnie Brasco,,,425,3/16/01,"$51,396,781","$85,000,000", Enemy at the Gates,"$96,971,293"
426,"Doom Generation, The (1995)",0,0,0,0,1,0,1-Jan-95,0,1,0,0,34,0,0,0,0,0,0,"Doom Generation, The",,,426,6/18/93,"$50,016,394","$85,000,000", Last Action Hero,"$137,298,489"
427,"Doors, The (1991)",0,0,0,0,0,0,1-Jan-91,0,1,0,0,1135,1,0,0,0,0,0,"Doors, The",,,427,9/26/03,"$47,641,743","$85,000,000", The Rundown,"$80,831,893"
428,Double Happiness (1994),0,0,0,0,0,0,1-Mar-96,0,1,0,0,1111,0,0,0,0,0,0,Double Happiness,,,428,11/23/11,"$46,462,469","$85,000,000", Arthur Christmas,"$149,717,124"
429,Double Team (1997),1,0,0,0,0,0,4-Apr-97,0,0,0,0,1088,0,0,0,0,0,0,Double Team,,,429,7/30/10,"$45,539,292","$85,000,000", Cats & Dogs: The Revenge of Kitty Galore,"$114,979,922"
430,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0,0,0,0,0,0,1-Jan-91,0,1,0,0,1005,0,0,0,0,0,0,"Double vie de Véronique, La (Double Life of Veronique, The)",,,430,11/13/98,"$44,650,003","$85,000,000", Meet Joe Black,"$44,650,003"
431,Down Periscope (1996),0,0,0,0,1,0,1-Mar-96,0,0,0,0,926,0,0,0,0,0,0,Down Periscope,,,431,2/8/02,"$40,048,332","$85,000,000", Collateral Damage,"$78,353,508"
432,Down by Law (1986),0,0,0,0,1,0,1-Jan-86,0,1,0,0,522,0,0,0,0,0,0,Down by Law,,,432,3/15/02,"$37,948,765","$85,000,000", Showtime,"$78,948,765"
433,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0,0,0,0,0,0,1-Jan-63,0,0,0,0,474,0,0,0,0,1,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,,433,6/30/95,"$34,687,912","$85,000,000", Judge Dredd,"$113,487,912"
434,Dracula: Dead and Loving It (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,1,1052,0,0,0,0,0,0,Dracula: Dead and Loving It,,,434,3/2/07,"$33,080,084","$85,000,000", Zodiac,"$83,080,084"
435,Dragonheart (1996),1,1,0,0,0,0,31-May-96,0,0,1,0,472,0,0,0,0,0,0,Dragonheart,,,435,8/13/10,"$31,611,316","$85,000,000", Scott Pilgrim vs. The World,"$48,056,764"
436,Dream Man (1995),0,0,0,0,0,0,1-Jan-95,0,0,0,0,1549,0,0,0,0,0,1,Dream Man,,,436,3/28/03,"$31,111,260","$85,000,000", The Core,"$74,132,631"
437,Dream With the Fishes (1997),0,0,0,0,0,0,20-Jun-97,0,1,0,0,1514,0,0,0,0,0,0,Dream With the Fishes,,,437,5/9/97,"$28,681,080","$85,000,000", Father's Day,"$35,681,080"
438,Drop Dead Fred (1991),0,0,0,0,1,0,1-Jan-91,0,0,1,0,1036,0,0,0,0,0,0,Drop Dead Fred,,,438,6/14/02,"$153,294,164","$84,000,000", Scooby-Doo,"$276,294,164"
439,Drop Zone (1994),1,0,0,0,0,0,1-Jan-94,0,0,0,0,779,0,0,0,0,0,0,Drop Zone,,,439,7/28/00,"$123,307,945","$84,000,000", Nutty Professor II: The Klumps,"$166,307,945"
440,Drunks (1995),0,0,0,0,0,0,1-Nov-96,0,1,0,0,1427,0,0,0,0,0,0,Drunks,,,440,7/19/13,"$53,262,560","$84,000,000", RED 2,"$137,162,560"
441,Duck Soup (1933),0,0,0,0,1,0,1-Jan-33,0,0,0,0,430,0,0,0,0,0,0,Duck Soup,,,441,6/23/06,"$137,355,633","$82,500,000", Click,"$237,685,089"
442,Dumb & Dumber (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,780,0,0,0,0,0,0,Dumb & Dumber,,,442,12/15/06,"$82,985,708","$82,500,000", Charlotte's Web,"$143,985,708"
443,Dumbo (1941),0,0,1,1,0,0,1-Jan-41,0,0,0,0,501,1,0,0,0,0,0,Dumbo,,,443,2/14/08,"$81,168,265","$82,500,000", Jumper,"$223,636,949"
444,Dunston Checks In (1996),0,0,0,0,1,0,1-Jan-96,0,0,0,0,1177,0,0,0,0,0,0,Dunston Checks In,,,444,7/11/08,"$75,986,503","$82,500,000", Hellboy II: The Golden Army,"$160,388,063"
445,Duoluo tianshi (1995),0,0,0,0,0,0,21-Jan-98,0,1,0,0,1591,0,0,0,0,0,0,Duoluo tianshi,,,445,5/27/05,"$158,119,460","$82,000,000", The Longest Yard,"$190,320,568"
446,E.T. the Extra-Terrestrial (1982),0,0,0,1,0,0,1-Jan-82,0,1,1,0,423,0,0,0,0,1,0,E.T. the Extra-Terrestrial,,,446,8/13/10,"$103,068,524","$82,000,000", The Expendables,"$268,268,174"
447,East of Eden (1955),0,0,0,0,0,0,1-Jan-55,0,1,0,0,492,0,0,0,0,0,0,East of Eden,,,447,11/17/00,"$34,543,701","$82,000,000", The 6th Day,"$96,024,898"
448,Eat Drink Man Woman (1994),0,0,0,0,1,0,1-Jan-94,0,1,0,0,45,0,0,0,0,0,0,Eat Drink Man Woman,,,448,5/23/03,"$242,704,995","$81,000,000", Bruce Almighty,"$483,473,962"
449,Ed (1996),0,0,0,0,1,0,8-Mar-96,0,0,0,0,1287,0,0,0,0,0,0,Ed,,,449,3/23/12,"$408,010,692","$80,000,000", The Hunger Games,"$677,923,379"
450,Ed Wood (1994),0,0,0,0,1,0,1-Jan-94,0,1,0,0,47,0,0,0,0,0,0,Ed Wood,,,450,5/26/11,"$254,464,305","$80,000,000", The Hangover Part II,"$586,464,305"
451,Ed's Next Move (1996),0,0,0,0,1,0,4-Oct-96,0,0,0,0,1356,0,0,0,0,0,0,Ed's Next Move,,,451,5/21/96,"$180,981,886","$80,000,000", Mission: Impossible,"$457,697,994"
452,Eddie (1996),0,0,0,0,1,0,31-May-96,0,0,0,0,819,0,0,0,0,0,0,Eddie,,,452,9/25/15,"$169,700,110","$80,000,000", Hotel Transylvania 2,"$470,909,901"
453,"Edge, The (1997)",0,1,0,0,0,0,26-Sep-97,0,0,0,0,331,0,0,0,0,0,1,"Edge, The",,,453,6/18/92,"$162,833,635","$80,000,000", Batman Returns,"$266,824,291"
454,"Eighth Day, The (1996)",0,0,0,0,0,0,1-Nov-96,0,1,0,0,1640,0,0,0,0,0,0,"Eighth Day, The",,,454,5/7/99,"$155,385,488","$80,000,000", The Mummy,"$416,385,488"
455,Emma (1996),0,0,0,0,0,0,2-Aug-96,0,1,0,0,283,0,0,0,1,0,0,Emma,,,455,5/19/06,"$155,019,340","$80,000,000", Over the Hedge,"$343,397,247"
456,"Empire Strikes Back, The (1980)",1,1,0,0,0,0,1-Jan-80,0,1,0,0,172,0,0,0,1,1,0,"Empire Strikes Back, The",,,456,6/21/02,"$145,771,527","$80,000,000", Lilo & Stitch,"$245,800,000"
457,Enchanted April (1991),0,0,0,0,0,0,1-Jan-91,0,1,0,0,707,0,0,0,0,0,0,Enchanted April,,,457,5/8/98,"$140,464,664","$80,000,000", Deep Impact,"$349,464,664"
458,"Endless Summer 2, The (1994)",0,0,0,0,0,0,1-Jan-94,1,0,0,0,1184,0,0,0,0,0,0,"Endless Summer 2, The",,,458,7/12/13,"$133,668,525","$80,000,000", Grown Ups 2,"$247,023,808"
459,"Enfer, L' (1994)",0,0,0,0,0,0,1-Jan-94,0,1,0,0,1535,0,0,0,0,0,0,"Enfer, L'",,,459,12/16/11,"$133,107,389","$80,000,000", Alvin and the Chipmunks: Chipwrecked,"$349,088,523"
460,"English Patient, The (1996)",0,0,0,0,0,0,15-Nov-96,0,1,0,0,286,0,0,0,1,0,0,"English Patient, The",,,460,6/20/08,"$130,319,208","$80,000,000", Get Smart,"$226,739,416"
461,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0,0,0,0,1,0,1-Jan-95,0,0,0,0,580,0,0,0,1,0,0,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",,,461,3/11/05,"$128,200,012","$80,000,000", Robots,"$260,700,012"
462,Entertaining Angels: The Dorothy Day Story (1996),0,0,0,0,0,0,27-Sep-96,0,1,0,0,1653,0,0,0,0,0,0,Entertaining Angels: The Dorothy Day Story,,,462,2/19/10,"$128,012,934","$80,000,000", Shutter Island,"$299,461,782"
463,Eraser (1996),1,0,0,0,0,0,21-Jun-96,0,0,0,0,597,0,0,0,0,0,1,Eraser,,,463,12/12/03,"$124,685,242","$80,000,000", Something's Gotta Give,"$266,685,242"
464,Escape from L.A. (1996),1,1,0,0,0,0,9-Aug-96,0,0,0,0,831,0,0,0,0,1,1,Escape from L.A.,,,464,11/26/08,"$120,146,040","$80,000,000", Four Christmases,"$168,311,558"
465,Escape from New York (1981),1,1,0,0,0,0,1-Jan-81,0,0,0,0,636,0,0,0,0,1,1,Escape from New York,,,465,6/27/97,"$112,276,146","$80,000,000", Face/Off,"$241,200,000"
466,Escape to Witch Mountain (1975),0,1,0,1,0,0,1-Jan-75,0,0,1,0,1133,0,0,0,0,0,0,Escape to Witch Mountain,,,466,12/25/08,"$110,101,975","$80,000,000", Bedtime Stories,"$221,468,935"
467,Etz Hadomim Tafus (Under the Domin Tree) (1994),0,0,0,0,0,0,19-Apr-96,0,1,0,0,1634,0,0,0,0,0,0,Etz Hadomim Tafus (Under the Domin Tree),,,467,7/12/02,"$104,054,514","$80,000,000", Road to Perdition,"$183,354,514"
468,Eve's Bayou (1997),0,0,0,0,0,0,1-Jan-97,0,1,0,0,887,0,0,0,0,0,0,Eve's Bayou,,,468,2/11/11,"$103,028,109","$80,000,000", Just Go With It,"$214,974,953"
469,Even Cowgirls Get the Blues (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1487,0,0,0,1,0,0,Even Cowgirls Get the Blues,,,469,2/14/03,"$102,543,518","$80,000,000", Daredevil,"$182,782,518"
470,"Evening Star, The (1996)",0,0,0,0,1,0,25-Dec-96,0,1,0,0,1061,0,0,0,0,0,0,"Evening Star, The",,,470,9/26/08,"$101,440,743","$80,000,000", Eagle Eye,"$178,066,569"
471,Event Horizon (1997),1,0,0,0,0,0,1-Jan-97,0,0,0,0,260,0,1,0,0,1,1,Event Horizon,,,471,6/6/97,"$101,117,573","$80,000,000", Con Air,"$224,117,573"
472,Everest (1998),0,0,0,0,0,0,10-Mar-98,1,0,0,0,1594,0,0,0,0,0,0,Everest,,,472,12/17/10,"$100,246,011","$80,000,000", Yogi Bear,"$204,774,690"
473,Every Other Weekend (1990),0,0,0,0,0,0,1-Jan-90,0,1,0,0,1348,0,0,0,0,0,0,Every Other Weekend,,,473,12/25/03,"$95,632,614","$80,000,000", Cold Mountain,"$165,173,909"
474,Everyone Says I Love You (1996),0,0,0,0,1,0,6-Dec-96,0,0,0,0,319,1,0,0,1,0,0,Everyone Says I Love You,,,474,1/15/10,"$94,835,059","$80,000,000", The Book of Eli,"$158,750,817"
475,Evil Dead II (1987),1,1,0,0,1,0,1-Jan-87,0,0,0,1,201,0,0,0,0,0,0,Evil Dead II,,,475,11/26/97,"$92,993,801","$80,000,000", Flubber,"$177,993,801"
476,Evita (1996),0,0,0,0,0,0,25-Dec-96,0,1,0,0,289,1,0,0,0,0,0,Evita,,,476,7/23/99,"$91,188,905","$80,000,000", The Haunting,"$180,188,905"
477,Excess Baggage (1997),0,1,0,0,0,0,1-Jan-97,0,0,0,0,877,0,0,0,1,0,0,Excess Baggage,,,477,11/15/96,"$90,463,534","$80,000,000", Space Jam,"$250,200,000"
478,Executive Decision (1996),1,0,0,0,0,0,9-Mar-96,0,0,0,0,685,0,0,0,0,0,1,Executive Decision,,,478,10/17/14,"$85,755,593","$80,000,000", Fury,"$211,755,593"
479,Exit to Eden (1994),0,0,0,0,1,0,1-Jan-94,0,0,0,0,725,0,0,0,0,0,0,Exit to Eden,,,479,2/10/06,"$82,226,474","$80,000,000", The Pink Panther,"$158,926,474"
480,Exotica (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,46,0,0,0,0,0,0,Exotica,,,480,7/8/11,"$80,360,866","$80,000,000", Zookeeper,"$170,805,525"
481,Extreme Measures (1996),0,0,0,0,0,0,27-Sep-96,0,1,0,0,619,0,0,0,0,0,1,Extreme Measures,,,481,12/12/08,"$79,366,978","$80,000,000", The Day the Earth Stood Still,"$233,066,978"
482,Eye for an Eye (1996),0,0,0,0,0,0,1-Jan-96,0,1,0,0,974,0,0,0,0,0,1,Eye for an Eye,,,482,8/8/97,"$76,118,990","$80,000,000", Conspiracy Theory,"$142,783,718"
483,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",0,0,0,0,0,0,1-Jan-93,1,0,0,0,1562,0,0,0,0,0,0,"Eye of Vichy, The (Oeil de Vichy, L')",,,483,6/12/98,"$74,339,294","$80,000,000"," Six Days, Seven Nights","$164,800,000"
484,Face/Off (1997),1,0,0,0,0,0,27-Jun-97,0,0,0,0,298,0,0,0,0,1,1,Face/Off,,,484,5/24/02,"$73,215,310","$80,000,000", Spirit: Stallion of the Cimarron,"$106,515,310"
485,Faces (1968),0,0,0,0,0,0,1-Jan-68,0,1,0,0,822,0,0,0,0,0,0,Faces,,,485,6/8/01,"$69,772,969","$80,000,000", Swordfish,"$147,080,413"
486,Fair Game (1995),1,0,0,0,0,0,1-Jan-95,0,0,0,0,759,0,0,0,0,0,0,Fair Game,,,486,4/3/98,"$69,117,629","$80,000,000", Lost In Space,"$136,047,317"
487,FairyTale: A True Story (1997),0,0,0,1,0,0,1-Jan-97,0,1,1,0,308,0,0,0,0,0,0,FairyTale: A True Story,,,487,7/30/04,"$65,948,711","$80,000,000", The Manchurian Candidate,"$96,148,711"
488,Faithful (1996),0,0,0,0,1,0,3-Apr-96,0,0,0,0,1114,0,0,0,0,0,0,Faithful,,,488,11/22/06,"$64,038,616","$80,000,000", DÌ©jÌÊ Vu,"$181,038,616"
489,Fall (1997),0,0,0,0,0,0,27-Jun-97,0,0,0,0,1387,0,0,0,1,0,0,Fall,,,489,6/24/05,"$63,313,159","$80,000,000", Bewitched,"$131,159,306"
490,Fallen (1998),1,0,0,0,0,0,16-Jan-98,0,0,0,0,350,0,1,0,0,0,1,Fallen,,,490,1/1/00,"$60,507,228","$80,000,000", Fantasia 2000 (IMAX),"$60,507,228"
491,Falling in Love Again (1980),0,0,0,0,1,0,1-Jan-80,0,0,0,0,1374,0,0,0,0,0,0,Falling in Love Again,,,491,3/8/02,"$56,684,819","$80,000,000", The Time Machine,"$98,983,590"
492,"Family Thing, A (1996)",0,0,0,0,1,0,23-Mar-96,0,1,0,0,1197,0,0,0,0,0,0,"Family Thing, A",,,492,10/2/98,"$55,485,043","$80,000,000", What Dreams May Come,"$71,485,043"
493,"Fan, The (1996)",0,0,0,0,0,0,16-Aug-96,0,0,0,0,595,0,0,0,0,0,1,"Fan, The",,,493,12/25/98,"$50,632,037","$80,000,000", Mighty Joe Young,"$50,632,037"
494,Fantasia (1940),0,0,1,1,0,0,1-Jan-40,0,0,0,0,432,1,0,0,0,0,0,Fantasia,,,494,10/28/05,"$45,575,336","$80,000,000", The Legend of Zorro,"$141,475,336"
495,Far From Home: The Adventures of Yellow Dog (1995),0,1,0,1,0,0,1-Jan-95,0,0,0,0,1531,0,0,0,0,0,0,Far From Home: The Adventures of Yellow Dog,,,495,11/10/00,"$39,442,871","$80,000,000", Little Nicky,"$58,270,391"
496,Farewell My Concubine (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,921,0,0,0,1,0,0,Farewell My Concubine,,,496,9/25/09,"$38,577,772","$80,000,000", Surrogates,"$119,668,350"
497,"Farewell to Arms, A (1932)",0,0,0,0,0,0,1-Jan-32,0,0,0,0,1124,0,0,0,1,0,0,"Farewell to Arms, A",,,497,6/8/01,"$38,311,134","$80,000,000", Evolution,"$98,341,932"
498,Fargo (1996),0,0,0,0,0,1,14-Feb-97,0,1,0,0,100,0,0,0,0,0,1,Fargo,,,498,8/26/05,"$37,899,638","$80,000,000", The Brothers Grimm,"$105,299,638"
499,Farinelli: il castrato (1994),0,0,0,0,0,0,1-Jan-94,0,1,0,0,557,1,0,0,0,0,0,Farinelli: il castrato,,,499,12/13/96,"$37,771,017","$80,000,000", Mars Attacks!,"$101,371,017"
500,Farmer & Chase (1995),0,0,0,0,1,0,10-Jan-97,0,0,0,0,1498,0,0,0,0,0,0,Farmer & Chase,,,500,4/14/06,"$37,384,046","$80,000,000", The Wild,"$99,010,667"
501,"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,1-Jan-97,1,0,0,0,1022,0,0,0,0,0,0,"Fast, Cheap & Out of Control",,,501,12/20/13,"$36,076,121","$80,000,000", Walking with Dinosaurs,"$130,580,730"
502,Faster Pussycat! Kill! Kill! (1965),1,0,0,0,1,0,1-Jan-65,0,1,0,0,74,0,0,0,0,0,0,Faster Pussycat! Kill! Kill!,,,502,12/22/00,"$34,566,746","$80,000,000", Thirteen Days,"$66,554,547"
503,Fatal Instinct (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,579,0,0,0,0,0,0,Fatal Instinct,,,503,12/6/96,"$32,908,290","$80,000,000", Daylight,"$158,908,290"
504,Father of the Bride (1950),0,0,0,0,1,0,1-Jan-50,0,0,0,0,609,0,0,0,0,0,0,Father of the Bride,,,504,10/23/15,"$27,367,660","$80,000,000", The Last Witch Hunter,"$131,234,406"
505,Father of the Bride Part II (1995),0,0,0,0,1,0,1-Jan-95,0,0,0,0,756,0,0,0,0,0,0,Father of the Bride Part II,,,505,2/21/14,"$23,169,033","$80,000,000", Pompeii,"$108,469,033"
506,Fathers' Day (1997),0,0,0,0,1,0,9-May-97,0,0,0,0,1023,0,0,0,0,0,0,Fathers' Day,,,506,5/12/00,"$21,471,685","$80,000,000", Battlefield Earth: A Saga of the Year 3000,"$29,725,663"
507,Faust (1994),0,0,1,0,0,0,1-Jan-94,0,0,0,0,1367,0,0,0,0,0,0,Faust,,,507,11/14/03,"$20,950,820","$80,000,000", Looney Tunes: Back in Action,"$54,540,662"
508,Fausto (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1490,0,0,0,0,0,0,Fausto,,,508,12/18/09,"$19,676,965","$80,000,000", Nine,"$53,508,858"
509,"Favor, The (1994)",0,0,0,0,1,0,1-Jan-94,0,0,0,0,1655,0,0,0,1,0,0,"Favor, The",,,509,11/26/03,"$19,480,739","$80,000,000", Timeline,"$26,703,184"
510,Fear (1996),0,0,0,0,0,0,12-Apr-96,0,0,0,0,975,0,0,0,0,0,1,Fear,,,510,4/22/10,"$19,422,319","$80,000,000", Oceans,"$86,787,530"
511,Fear of a Black Hat (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,390,0,0,0,0,0,0,Fear of a Black Hat,,,511,11/25/98,"$18,319,860","$80,000,000", Babe: Pig in the City,"$69,131,860"
512,"Fear, The (1995)",0,0,0,0,0,0,1-Jan-95,0,0,0,1,1520,0,0,0,0,0,0,"Fear, The",,,512,12/25/97,"$17,650,704","$80,000,000", The Postman,"$20,841,123"
513,Fearless (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1045,0,0,0,0,0,0,Fearless,,,513,11/10/00,"$17,480,890","$80,000,000", Red Planet,"$33,463,969"
514,Feast of July (1995),0,0,0,0,0,0,1-Jan-95,0,1,0,0,1108,0,0,0,0,0,0,Feast of July,,,514,12/15/06,"$15,132,763","$80,000,000", Arthur et les Minimoys,"$113,325,743"
515,Feeling Minnesota (1996),0,0,0,0,0,0,13-Sep-96,0,1,0,0,1132,0,0,0,1,0,0,Feeling Minnesota,,,515,8/17/07,"$15,074,191","$80,000,000", The Invasion,"$40,147,042"
516,Female Perversions (1996),0,0,0,0,0,0,25-Apr-97,0,1,0,0,1082,0,0,0,0,0,0,Female Perversions,,,516,6/16/00,"$9,103,630","$80,000,000", Fantasia 2000 (Theatrical Release),"$9,103,630"
517,Field of Dreams (1989),0,0,0,0,0,0,1-Jan-89,0,1,0,0,215,0,0,0,0,0,0,Field of Dreams,,,517,9/2/05,"$1,900,451","$80,000,000", A Sound of Thunder,"$6,300,451"
518,Fierce Creatures (1997),0,0,0,0,1,0,10-Jan-97,0,0,0,0,290,0,0,0,0,0,0,Fierce Creatures,,,518,12/31/15,$0,"$80,000,000"," Don Gato, el inicio de la pandilla","$4,116,170"
519,"Fifth Element, The (1997)",1,0,0,0,0,0,9-May-97,0,0,0,0,250,0,0,0,0,1,0,"Fifth Element, The",,,519,6/15/94,"$422,780,140","$79,300,000", The Lion King,"$987,480,140"
520,"Fille seule, La (A Single Girl) (1995)",0,0,0,0,0,0,30-Oct-96,0,1,0,0,1158,0,0,0,0,0,0,"Fille seule, La (A Single Girl)",,,520,2/10/12,"$103,860,290","$79,000,000", Journey 2: The Mysterious Island,"$318,146,162"
521,Fire Down Below (1997),1,0,0,0,0,0,1-Jan-97,0,1,0,0,1025,0,0,0,0,0,1,Fire Down Below,,,521,11/11/11,"$74,158,157","$79,000,000", Jack and Jill,"$150,519,217"
522,Fire on the Mountain (1996),0,0,0,0,0,0,24-Jan-97,1,0,0,0,677,0,0,0,0,0,0,Fire on the Mountain,,,522,12/21/01,"$170,708,996","$78,000,000", A Beautiful Mind,"$317,668,058"
523,Firestorm (1998),1,1,0,0,0,0,9-Jan-98,0,0,0,0,1105,0,0,0,0,0,1,Firestorm,,,523,9/27/13,"$119,793,567","$78,000,000", Cloudy with a Chance of Meatballs 2,"$274,392,649"
524,"Firm, The (1993)",0,0,0,0,0,0,1-Jan-93,0,1,0,0,77,0,0,0,0,0,1,"Firm, The",,,524,10/4/02,"$92,955,420","$78,000,000", Red Dragon,"$206,455,420"
525,First Kid (1996),0,0,0,1,1,0,30-Aug-96,0,0,0,0,932,0,0,0,0,0,0,First Kid,,,525,3/5/04,"$67,286,731","$78,000,000", Hidalgo,"$107,336,658"
526,First Knight (1995),1,1,0,0,0,0,1-Jan-95,0,1,0,0,720,0,0,0,1,0,0,First Knight,,,526,7/11/03,"$66,465,204","$78,000,000", The League of Extraordinary Gentlemen,"$179,265,204"
527,"First Wives Club, The (1996)",0,0,0,0,1,0,14-Sep-96,0,0,0,0,476,0,0,0,0,0,0,"First Wives Club, The",,,527,8/20/04,"$41,814,863","$78,000,000", Exorcist: The Beginning,"$43,957,541"
528,"Fish Called Wanda, A (1988)",0,0,0,0,1,0,1-Jan-88,0,0,0,0,153,0,0,0,0,0,0,"Fish Called Wanda, A",,,528,12/31/12,$0,"$77,600,000", AstÌ©rix et ObÌ©lix: Au service de Sa MajestÌ©,"$60,680,125"
529,Fled (1996),1,1,0,0,0,0,19-Jul-96,0,0,0,0,829,0,0,0,0,0,0,Fled,,,529,2/12/16,"$1,311,213","$77,500,000", The Little Prince,"$90,226,482"
530,Flesh and Bone (1993),0,0,0,0,0,0,1-Jan-93,0,1,0,0,1212,0,1,0,1,0,0,Flesh and Bone,,,530,7/3/13,"$368,065,385","$76,000,000", Despicable Me 2,"$974,873,764"
531,"Flintstones, The (1994)",0,0,0,1,1,0,1-Jan-94,0,0,0,0,383,0,0,0,0,0,0,"Flintstones, The",,,531,6/6/03,"$127,120,058","$76,000,000", 2 Fast 2 Furious,"$236,410,607"
532,Flipper (1996),0,1,0,1,0,0,10-May-96,0,0,0,0,112,0,0,0,0,0,0,Flipper,,,532,12/25/06,"$35,552,383","$76,000,000", Children of Men,"$69,853,395"
533,Flirt (1995),0,0,0,0,0,0,7-Aug-96,0,1,0,0,1495,0,0,0,0,0,0,Flirt,,,533,6/30/00,"$26,000,610","$76,000,000", The Adventures of Rocky & Bullwinkle,"$35,129,610"
534,Flirting With Disaster (1996),0,0,0,0,1,0,22-Mar-96,0,0,0,0,1098,0,0,0,0,0,0,Flirting With Disaster,,,534,7/2/96,"$306,169,255","$75,000,000", Independence Day,"$817,400,878"
535,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",0,0,0,0,0,0,8-Mar-96,0,1,0,0,927,0,0,0,0,0,0,"Flower of My Secret, The (Flor de mi secreto, La)",,,535,5/22/97,"$229,086,679","$75,000,000", The Lost World: Jurassic Park,"$618,638,999"
536,Flubber (1997),0,0,0,1,1,0,1-Jan-97,0,0,1,0,892,0,0,0,0,0,0,Flubber,,,536,3/31/06,"$195,330,621","$75,000,000", Ice Age: The Meltdown,"$651,899,282"
537,Fluke (1995),0,0,0,1,0,0,1-Jan-95,0,1,0,0,726,0,0,0,0,0,0,Fluke,,,537,5/27/05,"$193,595,521","$75,000,000", Madagascar,"$556,559,566"
538,Fly Away Home (1996),0,1,0,1,0,0,13-Sep-96,0,0,0,0,500,0,0,0,0,0,0,Fly Away Home,,,538,6/25/10,"$162,001,186","$75,000,000", Grown Ups,"$272,223,430"
539,"Fog, The (1980)",0,0,0,0,0,0,1-Jan-80,0,0,0,1,635,0,0,0,0,0,0,"Fog, The",,,539,10/1/04,"$161,412,000","$75,000,000", Shark Tale,"$371,917,043"
540,Fools Rush In (1997),0,0,0,0,1,0,14-Feb-97,0,0,0,0,869,0,0,0,1,0,0,Fools Rush In,,,540,7/14/00,"$157,299,717","$75,000,000", X-Men,"$296,339,717"
541,For Ever Mozart (1996),0,0,0,0,0,0,4-Jul-97,0,1,0,0,1391,0,0,0,0,0,0,For Ever Mozart,,,541,6/27/08,"$134,508,551","$75,000,000", Wanted,"$342,416,460"
542,For Love or Money (1993),0,0,0,0,1,0,1-Jan-93,0,0,0,0,1249,0,0,0,0,0,0,For Love or Money,,,542,6/7/96,"$134,069,511","$75,000,000", The Rock,"$336,069,511"
543,For Richer or Poorer (1997),0,0,0,0,1,0,1-Jan-97,0,0,0,0,893,0,0,0,0,0,0,For Richer or Poorer,,,543,2/13/04,"$120,776,832","$75,000,000", 50 First Dates,"$196,324,496"
544,For Whom the Bell Tolls (1943),0,1,0,0,0,0,1-Jan-43,0,0,0,0,601,0,0,0,0,0,0,For Whom the Bell Tolls,,,544,7/20/07,"$118,871,849","$75,000,000", Hairspray,"$202,871,849"
545,For the Moment (1994),0,0,0,0,0,0,1-Jan-94,0,0,0,0,1357,0,0,0,1,0,0,For the Moment,,,545,5/31/13,"$117,723,989","$75,000,000", Now You See Me,"$351,723,989"
546,"Forbidden Christ, The (Cristo proibito, Il) (1950)",0,0,0,0,0,0,1-Jan-50,0,1,0,0,1369,0,0,0,0,0,0,"Forbidden Christ, The (Cristo proibito, Il)",,,546,12/15/06,"$103,365,956","$75,000,000", Dreamgirls,"$155,708,695"
547,Forbidden Planet (1956),0,0,0,0,0,0,1-Jan-56,0,0,0,0,434,0,0,0,0,1,0,Forbidden Planet,,,547,7/23/99,"$97,387,965","$75,000,000", Inspector Gadget,"$97,387,965"
